Gender,Race,Age,EmploymentLength,AnnualIncome,MonthlyDebt,RequestedAmount,CreditScore,PriorDefaults,DTI,LoanToIncome,Approved
0,0,65,19.0,96340,950.0,29700.0,695,0,0.11833091135561553,0.30828316379489307,1
0,0,54,18.0,85570,1670.0,22000.0,720,0,0.23419422694869696,0.2570994507420825,1
1,1,64,16.0,67307,2560.0,40600.0,682,1,0.45641612313726654,0.6032062044066739,1
0,1,35,4.0,43930,990.0,26300.0,564,1,0.2704302299112224,0.5986797177327566,1
0,0,34,8.0,50256,250.0,10100.0,538,1,0.059694364851957976,0.2009710283349252,1
0,0,26,3.0,31388,760.0,7000.0,544,1,0.29055690072639223,0.22301516503122212,1
0,0,57,15.0,75354,2560.0,43800.0,649,0,0.4076757703638825,0.5812564694641293,1
0,1,52,19.0,86692,610.0,30300.0,586,0,0.08443685691874683,0.34951321921284545,1
0,0,23,4.0,32014,330.0,7500.0,566,1,0.12369588305116512,0.2342725057787218,1
0,0,23,0.0,34733,810.0,14100.0,464,1,0.27984913482854923,0.4059539918809202,0
0,0,42,12.0,49411,990.0,17700.0,541,1,0.24043229240452532,0.35821982959260085,1
1,0,42,12.0,72183,2380.0,18700.0,534,0,0.395661028219941,0.2590637684773423,1
1,1,30,9.0,29704,570.0,15200.0,472,1,0.2302720172367358,0.5117155938594129,0
1,1,23,0.0,22403,650.0,10400.0,484,1,0.3481676561174843,0.464223541489979,1
1,1,32,6.0,30781,1110.0,6200.0,488,1,0.4327344790617589,0.2014229557194373,0
0,0,49,12.0,75066,910.0,46000.0,691,0,0.14547198465350492,0.6127940745477314,1
0,0,37,3.0,52621,1490.0,22600.0,533,1,0.339788297447787,0.4294863267516771,1
1,0,27,7.0,37564,630.0,10300.0,526,0,0.2012565222021084,0.2741987008838249,1
1,1,33,5.0,18000,80.0,5000.0,517,1,0.05333333333333334,0.2777777777777778,0
1,0,22,4.0,43892,1120.0,9600.0,501,1,0.3062061423494031,0.2187186731067165,1
0,0,24,0.0,30721,820.0,11100.0,570,0,0.32030207350021156,0.3613163633996289,1
0,0,30,0.0,41616,220.0,9100.0,632,0,0.06343713956170703,0.2186658977316417,1
0,1,59,15.0,83200,1360.0,29800.0,651,0,0.19615384615384615,0.3581730769230769,1
0,0,44,11.0,59413,870.0,13300.0,616,0,0.17571911871139312,0.2238567316917173,1
1,1,37,5.0,42505,1230.0,20300.0,587,0,0.3472532643218445,0.4775908716621574,1
1,0,26,0.0,19028,100.0,10300.0,506,0,0.06306495690561278,0.5413075467731764,1
0,0,39,9.0,62550,1370.0,26600.0,603,0,0.2628297362110312,0.42525979216626697,1
1,0,25,4.0,33436,140.0,16400.0,672,0,0.050245244646488815,0.4904892929776289,1
1,0,52,16.0,67730,1670.0,41900.0,673,1,0.29588070279049167,0.6186328067326148,1
0,0,30,3.0,42263,930.0,19800.0,576,0,0.26406076236897524,0.46849490097721413,1
0,0,29,2.0,26737,420.0,8900.0,609,0,0.18850282380222164,0.33287204996820885,1
0,0,47,17.0,80008,2810.0,30000.0,651,1,0.42145785421457854,0.37496250374962503,1
0,1,33,0.0,36553,150.0,21200.0,561,1,0.04924356413974229,0.5799797554236314,0
0,0,39,7.0,59047,1220.0,12700.0,529,1,0.24793808322184022,0.21508290006266195,1
0,1,41,9.0,69526,2280.0,21800.0,566,1,0.3935218479417772,0.3135517648074102,1
0,0,44,12.0,65260,1440.0,28600.0,566,0,0.2647870058228624,0.43824701195219123,1
0,1,58,16.0,75286,2600.0,36800.0,623,0,0.4144196796217092,0.48880269904099033,1
1,0,24,0.0,18000,290.0,9600.0,489,0,0.19333333333333333,0.5333333333333333,1
0,0,44,15.0,89769,1720.0,27700.0,607,0,0.2299234702402834,0.3085697735298377,1
1,0,55,14.0,54222,1800.0,12100.0,557,0,0.3983622883700343,0.2231566522813618,1
0,0,23,0.0,34342,1020.0,21500.0,470,1,0.3564148855628676,0.6260555587909848,0
1,0,24,3.0,23522,1050.0,5000.0,505,1,0.5356687356517303,0.21256695859195646,0
0,1,57,17.0,77047,1680.0,15200.0,689,0,0.2616584682077174,0.19728217841058054,1
0,1,60,24.0,73503,1680.0,29200.0,710,0,0.27427451940737113,0.39726269676067644,1
1,1,55,16.0,77899,1260.0,43600.0,644,0,0.19409748520520162,0.5596990975493908,1
1,1,51,7.0,39037,730.0,21000.0,621,1,0.22440248994543638,0.537951174526731,1
1,0,64,12.0,90395,2860.0,55900.0,730,0,0.3796670169810277,0.6183970352342497,1
0,0,45,15.0,60568,1260.0,13400.0,592,0,0.24963677189274863,0.22123893805309736,1
0,0,60,13.0,92402,1180.0,31200.0,742,0,0.1532434362892578,0.33765502911192397,1
1,0,33,0.0,23628,400.0,6900.0,484,0,0.2031488065007618,0.2920264093448451,1
1,0,24,6.0,28024,560.0,16300.0,465,1,0.23979446188980874,0.5816443048815301,0
1,0,66,17.0,85477,1150.0,33700.0,691,0,0.16144693894263953,0.3942581045193444,1
1,0,34,10.0,39224,640.0,6400.0,586,0,0.19579849071996736,0.16316540893330614,1
0,0,33,2.0,32071,350.0,16200.0,516,1,0.1309594337563531,0.5051292444887905,1
1,1,47,17.0,52263,870.0,18000.0,629,0,0.1997589116583434,0.3444119166523162,1
0,1,26,6.0,38826,1260.0,16100.0,543,0,0.3894297635605007,0.4146705815690517,1
0,0,37,4.0,48794,1040.0,29100.0,521,0,0.25576915194491123,0.5963848014100094,1
0,1,56,8.0,62631,2850.0,17400.0,629,0,0.5460554677396178,0.27781769411313884,1
0,1,60,26.0,88304,1170.0,23900.0,765,0,0.15899619496285558,0.27065591592679833,1
0,0,55,13.0,83284,2140.0,23500.0,690,0,0.30834253878295953,0.28216704288939054,1
0,0,37,4.0,61400,1420.0,19600.0,521,0,0.2775244299674267,0.31921824104234525,1
1,0,61,22.0,95907,2620.0,19500.0,642,0,0.3278175732741093,0.20332196815665177,1
0,1,22,4.0,26292,390.0,13100.0,532,1,0.17800091282519398,0.49825041837821393,1
1,1,33,10.0,25950,450.0,6600.0,571,0,0.20809248554913296,0.2543352601156069,1
0,0,22,1.0,18000,450.0,11000.0,496,1,0.3,0.6111111111111112,1
0,0,48,19.0,79321,1250.0,20500.0,689,0,0.18910502893306944,0.25844353954186156,1
1,0,63,12.0,51681,220.0,14400.0,716,0,0.05108260289081094,0.2786323794044233,1
0,0,46,8.0,59608,2020.0,17800.0,540,1,0.40665682458730373,0.29861763521674944,1
0,0,42,11.0,80131,2380.0,42800.0,536,1,0.3564163681970773,0.5341253697071047,1
0,1,67,24.0,80958,1350.0,29500.0,663,0,0.2001037575038909,0.36438647199782603,1
0,1,63,20.0,70166,1610.0,39300.0,644,1,0.2753470341760967,0.5601003334948551,1
1,1,23,1.0,26743,830.0,14500.0,540,0,0.372433907938526,0.5421979583442396,1
0,1,55,12.0,33531,1150.0,20600.0,621,1,0.4115594524469893,0.6143568637976797,1
1,1,32,10.0,44381,970.0,23400.0,614,1,0.2622743967012911,0.5272526531623893,1
0,0,44,13.0,85522,1280.0,15000.0,549,0,0.1796029091929562,0.17539346600874628,1
1,0,25,0.0,18000,640.0,10200.0,508,1,0.4266666666666667,0.5666666666666667,0
1,0,40,5.0,34169,740.0,21200.0,587,1,0.2598846908016038,0.6204454329948199,1
1,1,59,14.0,74480,1440.0,48200.0,713,0,0.23200859291084855,0.6471535982814178,1
0,0,59,13.0,65851,1550.0,14000.0,629,0,0.2824558472916129,0.21260117538078388,1
0,1,33,10.0,56329,1820.0,25700.0,535,1,0.3877221324717286,0.45624811376023006,1
0,0,61,18.0,75928,1550.0,19000.0,744,0,0.24496891792224212,0.2502370666947635,1
1,0,65,21.0,111920,3440.0,31500.0,670,0,0.3688348820586133,0.28145103645461045,1
1,0,32,6.0,49747,930.0,26000.0,572,0,0.22433513578708264,0.522644581582809,1
1,0,33,6.0,43056,1160.0,27500.0,573,0,0.3232998885172798,0.6387030843552582,1
0,1,30,0.0,49729,560.0,22300.0,477,1,0.13513241770395543,0.4484304932735426,1
1,1,53,17.0,79478,2510.0,45700.0,634,0,0.3789727975037117,0.5750018873147286,1
1,0,60,14.0,80623,1130.0,12500.0,615,0,0.16819021867209108,0.15504260570804856,1
0,0,36,7.0,30141,770.0,5100.0,562,0,0.3065591718921071,0.1692047377326565,1
0,0,65,16.0,80782,480.0,36200.0,692,0,0.07130301304746106,0.44811963061077964,1
1,0,55,15.0,86724,1830.0,29900.0,626,0,0.253217102532171,0.34477192011438584,1
1,0,23,4.0,18000,410.0,10700.0,556,0,0.2733333333333333,0.5944444444444444,1
1,1,25,0.0,18000,250.0,5400.0,539,1,0.16666666666666666,0.3,0
0,0,46,12.0,55734,1100.0,20400.0,571,1,0.2368392722575089,0.3660243298525137,1
1,0,31,3.0,41328,970.0,17100.0,493,1,0.28164924506387923,0.4137630662020906,1
0,0,27,8.0,58363,1540.0,16700.0,583,0,0.3166389664684817,0.28614019155972104,1
0,0,30,0.0,48775,1060.0,29500.0,531,1,0.26078933880061506,0.6048180420297283,1
0,0,62,13.0,72066,2460.0,27500.0,572,0,0.40962451086504037,0.38159464934920767,1
1,0,54,12.0,73063,2370.0,26500.0,597,1,0.3892531103294417,0.36270068297222946,0
1,0,23,0.0,18000,370.0,10300.0,510,1,0.24666666666666667,0.5722222222222222,0
1,0,28,3.0,31573,240.0,9700.0,508,1,0.09121717923542268,0.3072245272859722,1
0,0,51,11.0,76742,1220.0,42900.0,606,0,0.19076907039170207,0.5590159234838811,1
1,0,31,5.0,52236,220.0,11000.0,626,0,0.0505398575694923,0.2105827398728846,1
0,0,65,22.0,72407,1380.0,17500.0,814,0,0.22870716919634843,0.2416893394285083,1
1,1,27,3.0,26483,920.0,16600.0,526,1,0.41687120039270475,0.6268172034890307,0
0,0,65,19.0,110587,3180.0,63200.0,613,0,0.34506768426668594,0.571495745431199,1
0,0,22,0.0,33586,730.0,11600.0,503,1,0.2608229619484309,0.345382004406598,1
0,0,26,2.0,37991,520.0,17800.0,550,0,0.1642494274959859,0.46853202074175465,1
0,0,61,15.0,77743,1710.0,48300.0,698,0,0.26394659326241593,0.6212777999305403,1
1,0,52,16.0,89369,3770.0,22900.0,644,0,0.5062158018999877,0.25624097841533416,1
0,1,40,5.0,38498,1370.0,6900.0,612,0,0.427035170658216,0.1792300898747987,1
0,1,54,10.0,62198,1200.0,26000.0,632,1,0.23151869835042926,0.4180198720216084,1
1,0,36,8.0,42357,250.0,9400.0,605,0,0.07082654578936186,0.22192317680666715,1
0,0,45,18.0,77498,3330.0,18900.0,510,1,0.5156262097086376,0.24387726134867996,1
1,0,32,4.0,55907,760.0,33300.0,521,1,0.16312805194340602,0.5956320317670417,1
1,1,27,4.0,18000,470.0,5000.0,470,1,0.31333333333333335,0.2777777777777778,1
1,0,59,20.0,85750,450.0,47900.0,667,0,0.0629737609329446,0.558600583090379,1
0,0,37,9.0,60992,1070.0,24900.0,538,1,0.21051941238195174,0.40825026232948586,1
1,0,65,20.0,79452,410.0,34100.0,671,0,0.061924180637365954,0.4291899511654836,1
1,0,31,4.0,37291,340.0,18100.0,621,1,0.10940977715802741,0.48537180552948433,1
0,0,26,2.0,59216,690.0,21700.0,461,1,0.13982707376384762,0.366455012158876,0
0,0,43,6.0,35378,910.0,7400.0,570,1,0.30866640284922836,0.2091695403923342,1
1,0,47,13.0,59245,1180.0,11900.0,663,0,0.23900751118237826,0.20086083213773315,1
1,1,66,21.0,86506,4150.0,45600.0,636,0,0.5756826116107553,0.5271310660532218,1
1,0,26,6.0,32488,1050.0,8500.0,585,0,0.38783550849544446,0.26163506525486335,1
1,0,58,14.0,109234,3540.0,17900.0,606,0,0.3888899060732007,0.16386839262500685,1
1,1,22,4.0,29384,760.0,18800.0,598,0,0.3103729921045467,0.639803974952355,1
0,0,42,14.0,55267,1300.0,35400.0,538,0,0.2822660900718331,0.6405268967014675,1
0,0,40,3.0,21658,710.0,7300.0,608,0,0.39338812448056143,0.33705790008311015,1
0,0,45,9.0,66783,280.0,10900.0,593,1,0.050312205201922644,0.1632151894943324,1
1,0,35,11.0,42632,620.0,21900.0,662,0,0.17451679489585287,0.5136986301369864,1
0,1,49,9.0,73366,530.0,41500.0,617,1,0.08668865687103018,0.5656571163754328,1
1,0,28,6.0,35301,150.0,7500.0,630,1,0.05099005693889692,0.21245857057873715,1
1,0,57,15.0,68479,900.0,14900.0,726,0,0.15771258341973451,0.2175849530513004,1
1,0,53,15.0,65077,610.0,36500.0,639,1,0.11248213654593789,0.5608740415200455,1
0,0,42,9.0,72138,2360.0,44100.0,621,0,0.3925808866339516,0.611328287449056,1
1,1,67,22.0,90786,1970.0,49500.0,701,0,0.2603925715418677,0.5452382525940123,1
0,0,25,0.0,54271,230.0,13600.0,486,1,0.05085588988594277,0.250594240017689,1
1,0,59,12.0,69818,1670.0,24800.0,666,0,0.2870319974791601,0.35520925835744366,1
0,1,38,13.0,65447,700.0,29500.0,573,0,0.12834812902042875,0.4507464054884105,1
0,0,58,24.0,106152,2280.0,24400.0,658,0,0.25774361293239884,0.2298590700128118,1
1,1,57,15.0,75385,1870.0,19200.0,607,0,0.297671950653313,0.25469257809909135,1
0,1,50,19.0,67581,900.0,19700.0,682,0,0.15980823012385137,0.29150204939258073,1
0,1,51,10.0,66680,1530.0,27000.0,574,0,0.27534493101379726,0.40491901619676063,1
1,0,30,2.0,33033,820.0,13400.0,479,0,0.2978839342475706,0.40565495110949656,1
1,0,35,12.0,51717,990.0,28800.0,545,0,0.2297117002146296,0.5568768490051628,1
1,1,62,20.0,69130,940.0,36400.0,666,1,0.16317083755243744,0.5265441921018371,1
1,0,64,24.0,68955,1440.0,41800.0,726,0,0.2505982162279748,0.606192444347763,1
1,0,38,9.0,66080,1280.0,37400.0,630,0,0.2324455205811138,0.5659806295399515,1
0,1,43,5.0,52278,1250.0,14500.0,619,0,0.28692757947893954,0.27736332682964154,1
0,1,53,14.0,52481,950.0,16600.0,644,0,0.2172214706274652,0.31630494845753704,1
0,0,36,12.0,68612,610.0,27500.0,610,1,0.10668687693114907,0.40080452398997257,1
1,0,58,15.0,91317,1750.0,14300.0,652,0,0.22996813298728605,0.15659734770086622,1
1,0,55,13.0,80032,1930.0,48200.0,657,0,0.2893842463014794,0.6022590963614555,1
0,1,54,16.0,61700,1400.0,10600.0,698,0,0.27228525121555913,0.17179902755267423,1
0,1,48,9.0,48316,950.0,15000.0,606,0,0.23594668432817287,0.31045616358970113,1
1,0,22,2.0,21225,340.0,9200.0,554,1,0.192226148409894,0.4334511189634865,1
0,0,50,13.0,83033,1280.0,34000.0,584,1,0.18498669203810533,0.4094757506051811,1
1,1,33,4.0,37347,620.0,17800.0,602,0,0.19921278817575708,0.476611240528021,1
0,0,61,21.0,126983,4010.0,52500.0,676,0,0.3789483631667231,0.41344116929037744,1
1,0,36,9.0,29809,340.0,7900.0,552,0,0.1368714146734208,0.2650206313529471,1
0,1,25,1.0,26068,570.0,6500.0,572,1,0.26239067055393583,0.2493478594445297,0
1,0,48,11.0,38966,320.0,23500.0,585,0,0.09854745162449315,0.6030898732228096,1
1,0,59,15.0,84059,2390.0,23700.0,543,0,0.34118892682520613,0.28194482446852803,1
1,0,65,16.0,96002,1490.0,27900.0,726,0,0.18624611987250267,0.2906189454386367,1
1,0,40,2.0,59505,750.0,21200.0,599,0,0.15124779430299976,0.356272582135955,1
1,1,44,8.0,48662,1120.0,10700.0,539,0,0.27619086761744277,0.21988409847519624,1
1,0,47,9.0,35340,150.0,14300.0,654,0,0.050933786078098474,0.4046406338426712,1
0,1,50,13.0,64098,500.0,30900.0,706,0,0.09360666479453338,0.4820743236918469,1
1,0,65,20.0,94441,2310.0,51300.0,697,0,0.29351658707552863,0.5431962812761406,1
1,0,47,8.0,44738,1390.0,22600.0,696,0,0.3728374089141222,0.5051633957709329,1
0,0,46,12.0,64820,1640.0,14500.0,570,1,0.30360999691453255,0.22369639000308547,1
1,0,27,0.0,18000,400.0,6800.0,424,1,0.26666666666666666,0.37777777777777777,0
1,0,62,17.0,74947,3370.0,12700.0,567,1,0.5395813041215792,0.16945308017665817,1
1,0,67,17.0,97249,2500.0,15500.0,574,0,0.30848646258573353,0.15938467233596232,1
0,0,58,18.0,94761,980.0,35100.0,783,0,0.12410168740304556,0.3704055465856207,1
0,0,25,3.0,20957,650.0,5800.0,514,1,0.372190676146395,0.27675716944219114,1
1,1,43,9.0,38640,560.0,19000.0,697,0,0.17391304347826086,0.4917184265010352,1
1,1,48,9.0,51785,710.0,26500.0,608,1,0.1645264072607898,0.5117311962923626,1
0,1,54,13.0,70618,500.0,42200.0,624,0,0.08496417344019938,0.597581353196069,0
1,0,35,14.0,48245,810.0,25600.0,525,1,0.2014716550937921,0.5306249352264484,1
1,0,52,11.0,71017,610.0,12400.0,632,0,0.10307391188025403,0.1746060802343101,1
0,1,46,13.0,61076,1610.0,20500.0,648,0,0.3163271988997315,0.33564739013687866,1
1,0,51,12.0,35080,690.0,10100.0,621,1,0.23603192702394526,0.2879133409350057,1
0,0,39,10.0,52539,380.0,18000.0,545,0,0.08679266830354594,0.34260263804031293,1
0,1,29,7.0,31697,630.0,7300.0,588,0,0.23850837618702087,0.2303057071647159,1
0,1,49,10.0,67539,2080.0,13400.0,637,1,0.3695642517656465,0.19840388516264676,1
1,0,59,19.0,91252,3380.0,37500.0,620,0,0.4444834085828256,0.41094989698855916,1
0,0,24,6.0,21334,90.0,10900.0,541,1,0.050623418018186934,0.5109215337020718,1
0,1,23,4.0,34861,450.0,17500.0,468,1,0.15490089211439717,0.5019936318522131,1
0,0,49,18.0,78512,620.0,29500.0,697,0,0.09476258406358264,0.3757387405746892,1
1,1,31,7.0,36017,880.0,14800.0,534,0,0.29319488019546325,0.41091706694061136,0
1,1,53,10.0,49234,330.0,20100.0,532,1,0.08043222163545517,0.40825445830117396,1
0,1,58,17.0,76358,2400.0,37900.0,578,0,0.37717069593231883,0.49634615888315564,1
0,0,31,3.0,56303,1850.0,9800.0,551,1,0.39429515301138485,0.17405822069871943,1
1,0,47,9.0,59646,1730.0,30100.0,578,0,0.348053515742883,0.5046440666599604,1
0,1,53,13.0,66590,910.0,29400.0,599,0,0.16398858687490614,0.44150773389397807,1
0,0,41,8.0,52249,750.0,13000.0,604,0,0.1722521005186702,0.2488085896380792,1
0,1,59,12.0,83027,1350.0,14500.0,619,0,0.19511725101473015,0.17464198393293748,1
0,0,51,24.0,74630,2380.0,15200.0,622,0,0.3826879271070615,0.20367144579927643,1
0,0,58,19.0,78476,330.0,32400.0,689,0,0.05046128752739691,0.41286507976961107,1
0,1,66,20.0,71941,1780.0,38100.0,763,0,0.2969099678903546,0.529600644972964,1
0,1,22,1.0,26708,310.0,8500.0,610,0,0.1392841096300734,0.3182567021117268,1
1,1,47,16.0,74956,1250.0,25500.0,552,1,0.2001174022092961,0.3401995837558034,1
0,1,56,23.0,80554,2270.0,49700.0,664,0,0.3381582540904238,0.6169774312883284,1
1,0,31,7.0,29667,170.0,7600.0,523,0,0.06876327232278288,0.256176896888799,1
1,1,67,20.0,102437,1850.0,20700.0,654,0,0.21671856848599627,0.2020754219666722,1
0,1,38,13.0,60515,1180.0,19500.0,519,1,0.233991572337437,0.322234156820623,1
1,0,21,1.0,28830,590.0,15100.0,477,1,0.24557752341311134,0.5237599722511272,0
0,0,55,16.0,78917,1560.0,36500.0,601,0,0.23721124725977927,0.46251124599262516,1
1,0,55,18.0,86228,2280.0,30900.0,696,0,0.31729832536994945,0.35835227536299114,1
0,0,51,11.0,73642,1200.0,46600.0,596,0,0.19554058825126966,0.6327910703131365,1
0,1,48,3.0,42324,1040.0,21900.0,496,0,0.29486815990927134,0.517436915225404,1
0,0,59,14.0,77634,1870.0,14000.0,650,0,0.2890486127212304,0.18033335909524179,1
1,0,21,3.0,18000,430.0,9400.0,509,1,0.2866666666666667,0.5222222222222223,1
0,0,45,13.0,54965,1440.0,8900.0,596,0,0.3143818793777859,0.16192122259619757,1
1,0,63,23.0,88540,2090.0,42100.0,720,0,0.2832618025751073,0.47549130336571044,1
0,0,58,14.0,94450,1880.0,24100.0,711,1,0.23885653785071467,0.25516146109052407,1
1,0,40,15.0,49290,400.0,24600.0,622,0,0.09738283627510651,0.4990870359099209,1
0,1,23,2.0,36636,1260.0,11200.0,512,1,0.4127088110055683,0.305710230374495,1
1,0,22,4.0,21212,800.0,12400.0,487,1,0.4525740147086555,0.58457476899868,0
0,0,38,11.0,38660,670.0,12300.0,622,0,0.20796689084324885,0.3181583031557165,1
0,0,64,12.0,88959,2260.0,40900.0,587,0,0.30485954203621896,0.4597623624366281,1
0,1,30,0.0,48745,750.0,14300.0,572,1,0.1846343214688686,0.29336342188942455,1
0,0,25,0.0,22931,310.0,14000.0,548,1,0.1622258078583577,0.6105272338755396,1
1,1,29,8.0,18000,380.0,9700.0,516,1,0.25333333333333335,0.5388888888888889,1
0,1,22,0.0,28258,1380.0,7700.0,563,1,0.5860287352254229,0.2724892065963621,1
1,1,54,22.0,64321,2370.0,40200.0,582,1,0.44215730476827164,0.62499028311127,1
0,0,58,16.0,90039,3180.0,29600.0,649,0,0.42381634624995834,0.32874643210164484,1
1,1,51,7.0,64317,1670.0,30600.0,559,1,0.31158169690750503,0.4757684593497831,0
0,0,30,2.0,44167,510.0,23000.0,584,0,0.1385649919623248,0.5207507867865148,1
0,1,32,6.0,49517,1550.0,8000.0,632,0,0.37562857200557387,0.1615606761314296,1
1,0,56,17.0,87299,360.0,55000.0,724,0,0.049485102922141144,0.6300186714624452,1
0,0,41,5.0,65379,1620.0,21100.0,567,0,0.2973431835910614,0.3227335994738372,1
0,0,67,21.0,98842,3140.0,24200.0,723,0,0.3812144634871816,0.24483519151777586,1
1,0,26,6.0,46348,1040.0,26700.0,516,0,0.26926728229912833,0.5760766376111159,1
1,1,23,0.0,19572,730.0,9800.0,509,0,0.4475781729000613,0.5007153075822603,1
0,0,30,12.0,59895,390.0,11600.0,606,1,0.0781367392937641,0.19367225978796226,1
0,0,25,0.0,69820,2570.0,14600.0,438,1,0.44170724720710397,0.20910913778287024,0
1,0,66,15.0,85399,1640.0,43300.0,757,0,0.23044766332158456,0.5070316982634457,1
0,1,46,5.0,31526,1110.0,5900.0,622,0,0.42250840576032483,0.18714711666560935,1
0,1,41,14.0,56630,1760.0,34500.0,554,1,0.372947201130143,0.6092177291188416,1
0,1,65,18.0,80473,2890.0,41900.0,704,0,0.4309519963217477,0.5206715295813502,1
1,1,46,9.0,46322,1420.0,14700.0,535,1,0.36785976425888345,0.3173438107162903,1
1,0,58,10.0,80041,2220.0,26500.0,648,1,0.3328294249197286,0.3310803213353157,1
0,0,64,16.0,101967,3520.0,41100.0,653,1,0.4142516696578305,0.40307158198240606,1
0,1,46,20.0,70732,1510.0,23400.0,719,0,0.25617825029689534,0.33082621727082506,1
0,0,28,0.0,18897,510.0,10200.0,533,1,0.32386093030639784,0.5397682171773297,0
1,0,25,0.0,28389,590.0,18100.0,453,1,0.24939237028426503,0.6375708901335024,0
0,0,35,13.0,54179,760.0,24000.0,651,0,0.16833090311744403,0.44297606083537905,1
0,0,36,12.0,62524,1630.0,23300.0,562,0,0.3128398694901158,0.3726568997504958,1
1,0,21,0.0,22548,510.0,5900.0,487,1,0.27142096860031933,0.26166400567677844,1
0,1,36,8.0,60596,2020.0,28900.0,556,1,0.4000264043831276,0.4769291702422602,0
1,0,57,17.0,81597,1540.0,40200.0,639,1,0.22647891466598036,0.4926651715136586,1
0,0,23,2.0,28117,370.0,13900.0,619,0,0.15791158373937475,0.4943628409858804,1
0,0,67,26.0,89173,2970.0,14600.0,732,0,0.3996725466228567,0.16372668857165285,1
0,1,51,14.0,66423,1430.0,39800.0,583,0,0.2583442482272707,0.5991900395947187,1
1,0,33,10.0,48066,620.0,15300.0,559,0,0.15478716764448883,0.31831232055923103,1
1,1,36,7.0,35350,1230.0,18500.0,490,1,0.41753889674681754,0.5233380480905233,0
1,1,63,9.0,72403,2180.0,38400.0,675,0,0.3613109954007431,0.530364763890999,1
0,0,41,4.0,35406,1390.0,16800.0,540,0,0.4711065921030334,0.4744958481613286,1
1,1,22,0.0,18000,310.0,6300.0,477,1,0.20666666666666667,0.35,0
0,1,47,10.0,58435,940.0,26500.0,691,0,0.1930349961495679,0.4534953366988962,1
0,1,58,24.0,80885,810.0,13800.0,731,0,0.12017061259813315,0.170612598133152,1
1,1,46,12.0,49719,750.0,26400.0,635,0,0.18101731732335727,0.5309841308151814,1
0,0,58,15.0,81376,1380.0,16300.0,670,1,0.2034998033818325,0.20030475815965396,1
0,0,66,24.0,110231,3050.0,38400.0,635,0,0.3320300097068883,0.3483593544465713,1
0,0,45,4.0,53993,620.0,10900.0,628,0,0.13779564017557833,0.20187802122497361,1
0,0,31,3.0,18863,270.0,10700.0,540,1,0.17176483062079204,0.5672480517415045,1
0,1,28,1.0,21866,830.0,9300.0,541,1,0.4555016921247599,0.4253178450562517,0
1,0,28,5.0,43049,180.0,21300.0,606,1,0.050175381541963805,0.4947850124276987,1
0,1,53,17.0,82252,2110.0,40400.0,640,0,0.3078344599523416,0.49117346690657976,1
1,1,27,5.0,38114,300.0,21800.0,562,1,0.0944534816602823,0.5719683056094873,1
1,1,58,17.0,84314,1080.0,18200.0,753,0,0.1537111274521432,0.21585976231705292,1
0,1,41,7.0,49921,1750.0,24000.0,501,1,0.42066465014723264,0.48075960016826585,1
0,0,28,5.0,46257,1000.0,20200.0,520,1,0.25942019586224785,0.43669066303478393,1
0,0,41,5.0,41333,1960.0,6800.0,583,1,0.5690368470713474,0.16451745578593377,1
1,0,40,11.0,29605,800.0,7400.0,654,0,0.3242695490626583,0.2499577774024658,1
0,0,28,1.0,20089,250.0,5700.0,542,1,0.14933545721539151,0.2837373687092439,1
1,0,66,14.0,72577,1920.0,13500.0,632,0,0.3174559433429323,0.18600934180249942,1
0,0,51,13.0,57183,1840.0,18700.0,582,0,0.38612874455694873,0.3270202682615463,1
1,1,49,4.0,40884,1070.0,6700.0,522,1,0.31405928969768127,0.16387828979551902,1
0,0,29,10.0,45854,860.0,19600.0,661,0,0.22506215379247177,0.4274436254198107,1
0,0,35,9.0,65953,270.0,16900.0,602,0,0.04912589268115173,0.2562430821948964,1
1,1,50,14.0,48570,860.0,14300.0,660,0,0.2124768375540457,0.2944204241301215,1
1,0,46,4.0,51686,1940.0,31300.0,580,0,0.45041210385791125,0.6055798475409202,1
0,0,30,1.0,33662,430.0,13500.0,619,0,0.15328857465391243,0.40104568950151503,1
1,1,49,12.0,44321,740.0,12600.0,613,0,0.2003564901513955,0.28428961440400713,1
0,0,36,6.0,42267,1300.0,19000.0,537,0,0.3690822627581801,0.44952326874393733,1
1,1,56,8.0,31384,850.0,7900.0,654,0,0.325006372673974,0.25172062197297984,1
1,0,40,3.0,52680,410.0,9900.0,513,1,0.09339407744874716,0.18792710706150342,0
0,1,65,17.0,99527,1970.0,16000.0,750,0,0.23752348608920193,0.1607603966762788,1
0,0,57,10.0,70590,2460.0,44200.0,690,0,0.4181895452613685,0.6261510128913443,1
0,0,42,15.0,69648,1470.0,35700.0,628,0,0.2532736044107512,0.5125775327360441,1
1,0,27,5.0,32749,1150.0,18000.0,477,1,0.4213869125774833,0.5496351033619347,1
1,1,43,6.0,32758,1170.0,21000.0,600,0,0.42859759448073753,0.6410647780694793,1
0,0,61,21.0,101958,1180.0,62800.0,694,0,0.13888071558877185,0.6159398968202593,1
0,0,60,20.0,95028,1700.0,49300.0,691,0,0.2146735698951888,0.5187944605800395,1
1,1,49,13.0,22954,630.0,11400.0,625,1,0.32935436089570447,0.4966454648427289,1
1,1,36,7.0,26084,140.0,8300.0,572,1,0.06440729949394265,0.31820272964269286,1
1,0,58,14.0,49963,930.0,10100.0,673,0,0.223365290314833,0.20214959069711586,1
